route	page	station	platform	usable length [m]	notes
WW	0269	Reading	14	272	Between car stops
WW	0269	Reading	14a (east)	132	Between car stop and rear clear
WW	0269	Reading	14b (west)	130	Between car stop and rear clear
WW	0269	Reading	15	272	Between car stops
WW	0269	Reading	15a (east)	132	Between car stop and rear clear
WW	0269	Reading	15b (west)	130	Between car stop and rear clear
WW	0269	Reading West	1 (Down)	276	
WW	0269	Reading West	2 (Up)	157	
WW	0269	Reading West	2 (Up)	93	Top of ramp (Westbury end) to mirror
WW	0269	Redland	Single	120	Usable lengths inside the barrier
WW	0269	Redruth	1	169	
WW	0269	Redruth	2	173	
WW	0269	Rhiwbina	Single	107	
WW	0269	Rhoose	1	100	
WW	0269	Rhoose	2	100	
WW	0269	Rhymney	Single	127	Top of ramp to stop board
WW	0269	Risca	1	97	
WW	0269	Risca	2	97	
WW	0269	Roche	Single	89	
WW	0269	Rogerstone	Single	97	
WW	0269	Ruabon	Down	198	
WW	0269	Ruabon	Up	158	
WW	0269	Saltash	1	124	
WW	0269	Saltash	2	83	Top of ramp to signal
WW	0269	Sandplace	Single	30	
WW	0269	Sarn	Single	84	
WW	0269	Saundersfoot	Single	105	
WW	0269	Sea Mills	Single	118	Usable lengths inside the barrier
WW	0269	Severn Beach	Single	121	Usable lengths inside the barrier.  Marked up for 2 car use.
WW	0269	Severn Tunnel Jn	1 (Down Main Line)	145	
WW	0269	Severn Tunnel Jn	2 (Up Main Line)	171	
WW	0269	Severn Tunnel Jn	3 (Down Tunnel)	171	
WW	0269	Severn Tunnel Jn	4 (Up Tunnel)	171	
WW	0269	Shiplake	Single	182	
WW	0269	Shiplake	Single	173	Top of ramp to stop board (Henley end)
WW	0269	Shiplake	Single	105	Top of ramp (Henley end) to nearest mirror
WW	0269	Shiplake	Single	149	Top of ramp (Henley end) to furthest mirror
WW	0269	Shipton	Down	80	
WW	0269	Shipton	Up	56	
WW	0269	Shirehampton	Single	128	Usable lengths inside the barrier
WW	0270	Shrewsbury	3	263	
WW	0270	Shrewsbury	4	285	Up
WW	0270	Shrewsbury	4	308	Down
WW	0270	Shrewsbury	5	130	
WW	0270	Shrewsbury	6	130	
WW	0270	Shrewsbury	7	309	
WW	0270	Skewen	1	107	
WW	0270	Skewen	2	107	
WW	0270	Slough	1 (Bay)	122	
WW	0270	Slough	2 (Down Main Line)	208	
WW	0270	Slough	3 (Up Main Line)	192	
WW	0270	Slough	4 (Down Relief Line)	161	
WW	0270	Slough	5 (Up Relief Line)	161	
WW	0270	South Greenford	1	49	
WW	0270	South Greenford	2	51	
WW	0270	Southall	1 (Down Main Line)	152	
WW	0270	Southall	2 (Up Main Line)	139	
WW	0270	Southall	3 (Down Relief Line)	152	
WW	0270	Southall	4 (Up Relief Line)	155	
WW	0270	Southall	4 (Up Relief Line)	78	Length to nearest camera
WW	0270	Southall	4 (Up Relief Line)	149	Length to furthest camera
WW	0270	St Andrews Rd	Single	155	Usable lengths inside the barrier
WW	0270	St Columb Road	Single	93	
WW	0270	St Germans	1	128	
WW	0270	St Germans	2	133	
WW	0270	St Ives	Single	123	Top of ramp to Red lights
WW	0270	St James Park	1	86	
WW	0270	St James Park	2	86	
WW	0270	St Keyne	Single	30	
WW	0270	St. Austell	1 (Down)	178	
WW	0270	St. Austell	2 (Up)	180	Top of ramp to signal PR104
WW	0270	St. Austell	2 (Up)	181	Trains can use top of ramp to top of ramp length ONLY if signal PR104 is showing a proceed aspect.
WW	0270	St. Budeaux (Victoria Rd)	Single	110	
WW	0270	St. Budeaux Ferry Road	1	124	
WW	0270	St. Budeaux Ferry Road	2	126	
WW	0270	St. Erth	1 (Down)	177	
WW	0270	St. Erth	2 (Up)	176	
WW	0270	St. Erth	3 (Bay)	108	
WW	0270	Stapleton Road	1	216	
WW	0270	Stapleton Road	2	211	
WW	0270	Starcross	1	168	
WW	0270	Starcross	2	184	
WW	0270	Stonehouse	1	61	
WW	0271	Stonehouse	2	61	
WW	0271	Stroud	1	185	
WW	0271	Stroud	2	185	
WW	0271	Sugar Loaf	Single	21	
WW	0271	Swansea	1 (Single)	268	Top of ramp to buffer stops
WW	0271	Swansea	2 (Single)	272	Top of ramp to buffer stops
WW	0271	Swansea	3 (Single)	273	Top of ramp to buffer stops
WW	0271	Swansea	4 (Single)	263	Top of ramp to buffer stops
WW	0271	Swindon	1 (Single)	261	(Up reversible)
WW	0271	Swindon	2 (Single)	80	(Gloucester Bay) A train formed 4 x 20m vehicles CANNOT be accommodated behind signal
WW	0271	Swindon	3 (Single)	282	(Down reversible)
WW	0271	Swindon	4 (Single)	284	Approx (Down reversible)
WW	0271	Tackley	Down	80	
WW	0271	Tackley	Up	80	
WW	0271	Taffs Well	Down	142	
WW	0271	Taffs Well	Up	142	
WW	0271	Talsarnau	Single	80	
WW	0271	Talybont	Single	32	
WW	0271	Taplow	1 (Down Main Line)	184	
WW	0271	Taplow	2 (Up Main Line)	140	
WW	0271	Taplow	3 (Down Main Line)	184	
WW	0271	Taplow	4 (Up Relief Line)	184	
WW	0271	Taplow	4 (Up Relief Line)	177	Top of ramp to camera
WW	0271	Taunton	2 (Up/Down Relief)	278	
WW	0271	Taunton	3 (Down Main)	262	
WW	0271	Taunton	4 (Up Main)	262	
WW	0271	Taunton	5 (Up Relief)	242	
WW	0271	Taunton	6 (Bay)	79	
WW	0271	Teignmouth	1	323	
WW	0271	Teignmouth	2	177	
WW	0271	Tenby	1	150	
WW	0271	Tenby	2	150	
WW	0271	Thatcham	1 (down)	170	
WW	0271	Thatcham	1 (down)	147	Top of ramp (Reading end) to CCTV camera
WW	0271	Thatcham	2 (up)	155	
WW	0271	Theale	1 (Up)	152	
WW	0271	Theale	1 (Up)	148	Top of ramp to furthest mirror
WW	0271	Theale	1 (Up)	76	Top of ramp to nearest mirror
WW	0271	Theale	2 (Down)	152	
WW	0271	Tilehurst ML	1 (Down Main Line)	153	
WW	0271	Tilehurst ML	2 (Up Main Line)	152	
WW	0271	Tilehurst RL	3 (Down Relief Line)	153	
WW	0272	Tilehurst RL	4 (Up Relief Line)	153	
WW	0272	Tir-Phil	Down	124	
WW	0272	Tir-Phil	Up	124	
WW	0272	Tiverton Parkway	1	248	
WW	0272	Tiverton Parkway	2	248	
WW	0272	Ton Pentre	Single	147	
WW	0272	Tondu	Single	84	
WW	0272	Tonfanau	Single	92	
WW	0272	Tonypandy	Single	147	
WW	0272	Topsham	1	138	
WW	0272	Topsham	2	123	
WW	0272	Torquay	1	237	
WW	0272	Torquay	2	232	
WW	0272	Torre	1	128	
WW	0272	Torre	2	144	
WW	0272	Totnes	1	193	
WW	0272	Totnes	2	200	
WW	0272	Trefforest	Down	143	
WW	0272	Trefforest	Up	143	
WW	0272	Trefforest Estate	Down	183	
WW	0272	Trefforest Estate	Up	183	
WW	0272	Trehafod	Down	137	
WW	0272	Trehafod	Up	137	
WW	0272	Treherbert	Single	135	
WW	0272	Treorchy	Single	124	
WW	0272	Troed-y-Rhiw	Single	139	
WW	0272	Trowbridge	1	121	
WW	0272	Trowbridge	2	154	Usable length
WW	0272	Truro	1 (Bay)	80	To the stop blocks 85.7
WW	0272	Truro	2 (Down)	199	
WW	0272	Truro	3 (Up)	211	
WW	0272	Twyford	5 (Bay)	110	Top of ramp to stop blocks
WW	0272	Twyford ML	1 (Down Main Line)	172	
WW	0272	Twyford ML	2 (Up Main Line)	182	
WW	0272	Twyford RL	3 (Down Relief Line)	244	
WW	0272	Twyford RL	4 (Up Relief Line)	250	
WW	0272	Twyford RL	4 (Up Relief Line)	180	Signal TR214 to Top of ramp (London end)
WW	0272	Ty Glas	Single	49	
WW	0272	Tygwyn	Single	22	
WW	0272	Tywyn	2 Down	123	Bi-directional
WW	0272	Tywyn	2 Down (down direction)	116*	Top of ramp to Block Marker 1164. (*123m to top of ramp (Barmouth end))
WW	0272	Tywyn	1 Up	123	Bi-directional
WW	0272	Tywyn	1 Up (down direction)	116*	Top of ramp to Block Marker 1166. (*123m to top of ramp (Barmouth end))
WW	0272	Umberleigh	Single	139	
WW	0272	Wargrave	Single	152	
WW	0273	Wargrave	Single	77	Top of ramp to nearest mirror
WW	0273	Warminster	1	128	
WW	0273	Warminster	2	121	
WW	0273	Waun-Gron Park	Down	46	
WW	0273	Waun-Gron Park	Up	45	
WW	0273	Welshpool	Down	165	
WW	0273	Welshpool	Up	165	
WW	0273	Wem	Down	78	
WW	0273	Wem	Up	87	
WW	0273	West Drayton	1 (Down Main Line)	205	
WW	0273	West Drayton	2 (Up Main Line)	210	
WW	0273	West Drayton	3 (Down Relief Line)	210	
WW	0273	West Drayton	4 (Up Relief Line)	158	
WW	0273	West Drayton	5 (Loop)	212	
WW	0273	West Ealing	3 (Down Relief Line)	145	Top of ramp to nearest mirror
WW	0273	West Ealing	4 (Up Relief Line)	212	Top of ramp to footbridge
WW	0273	West Ealing	5 (Bay Platform)	132	
WW	0273	Westbury	1	224	(reversible) 224 ramp top to ramp top
WW	0273	Westbury	2	315	(reversible)
WW	0273	Westbury	3	295	(reversible)
WW	0273	Weston Milton	Single	184	
WW	0273	Weston-super-Mare	1 (Down)	210	
WW	0273	Weston-super-Mare	2 (Up)	312	
WW	0273	Whitchurch (Salop)	Down	144	
WW	0273	Whitchurch (Salop)	Up	86	
WW	0273	Whitchurch (S. Glam.)	Single	98	
WW	0273	Whitland	1	178	
WW	0273	Whitland	2	177	
WW	0273	Whitland	3  (Bay)	134	Pembroke Dock trains only
WW	0273	Wildmill	Single	84	
WW	0273	Windsor & Eton Central	Single	117	
WW	0273	Worle	1	100	
WW	0273	Worle	2	100	
WW	0273	Wrenbury	Down	101	
WW	0273	Wrenbury	Up	101	
WW	0273	Yate	1	105	
WW	0273	Yate	2	103	
WW	0273	Yatton	1	162	
WW	0273	Yatton	2	121	
WW	0273	Yeoford	Single	136	
WW	0273	Ynyswen	Single	124	
WW	0273	Yorton	Down	51	
WW	0273	Yorton	Up	61	
WW	0273	Ystrad Mynach	Down	124	
WW	0273	Ystrad Mynach	Up	124	
WW	0273	Ystrad Rhondda	Down	124	
WW	0273	Ystrad Rhondda	Up	124	
WW	0274	Abergele & Pensarn	Down	197	
WW	0274	Abergele & Pensarn	Up	147	
WW	0274	Bangor (Gwynedd)	Down	275	
WW	0274	Bangor (Gwynedd)	Up	232	
WW	0274	Betws-y-Coed	Single	99	
WW	0274	Bidston	1	120	Up line
WW	0274	Bidston	2	120	Down line
WW	0274	Blaenau Ffestiniog	Single	200	
WW	0274	Bodorgan	Down	96	
WW	0274	Bodorgan	Up	96	
WW	0274	Buckley	Down	52	
WW	0274	Buckley	Up	53	
WW	0274	Caergwrle	Down	77	
WW	0274	Caergwrle	Up	76	
WW	0274	Cefn–y–Bedd	Down	60	Additional 25m OOU
WW	0274	Cefn–y–Bedd	Up	61	Additional 25m OOU
WW	0274	Colwyn Bay	Down	245	
WW	0274	Colwyn Bay	Up	246	
WW	0274	Conwy	Down	51	
WW	0274	Conwy	Up	51	
WW	0274	Deganwy	Down	196	
WW	0274	Deganwy	Up	180	
WW	0274	Dolgarrog	Single	41	
WW	0274	Dolwyddelan	Single	92	
WW	0274	Fflint	Down	210	
WW	0274	Fflint	Up	179	
WW	0274	Glan Conwy	Single	106	
WW	0274	Gwersyllt	Down	84	
WW	0274	Gwersyllt	Up	83	
WW	0274	Hawarden	Down	98	
WW	0274	Hawarden	Up	120	
WW	0274	Hawarden Bridge	Down	92	
WW	0274	Hawarden Bridge	Up	91	
WW	0274	Heswall	Down	56	
WW	0274	Heswall	Up	56	
WW	0274	Holyhead	1	336	Bay. Additional 10.6m beyond
WW	0274	Holyhead	2	307	Bay
WW	0274	Holyhead	3	216	
WW	0274	Hope (Flintshire)	Down	74	
WW	0274	Hope (Flintshire)	Up	80	
WW	0274	Llandudno	1	214	Bay. Additional 28m OOU
WW	0274	Llandudno	2	217	Bay. Additional 30m OOU
WW	0274	Llandudno	3	218	Bay. Additional 30m OOU
WW	0274	Llandudno Junction	1	300	Bi–dir
WW	0274	Llandudno Junction	2	102	Bay to Llandudno
WW	0274	Llandudno Junction	3	300	Bi–dir
WW	0274	Llandudno Junction	4	221	Down line
WW	0274	Llanfairfechan	Down	142	
WW	0274	Llanfairfechan	Up	115	Additional 38.5m OOU
WW	0274	Llanfairpwll	Down	36	
WW	0274	Llanfairpwll	Up	36	
WW	0275	Llanrwst	Single	60	
WW	0275	Llanrwst North	Down	126	
WW	0275	Llanrwst North	Up	132	
WW	0275	Neston	Up	85	Additional 25m OOU
WW	0275	North Llanrwst see Llanrwst North			
WW	0275	Penmaenmawr	Down	166	
WW	0275	Penmaenmawr	Up	170	
WW	0275	Penyffordd	Down	69	
WW	0275	Penyffordd	Up	71	
WW	0275	Pont–y–Pant	Single	98	
WW	0275	Prestatyn	Down	245	
WW	0275	Prestatyn	Up	245	
WW	0275	Rhosneigr	Down	91	
WW	0275	Rhosneigr	Up	92	
WW	0275	Rhyl	Down	306	
WW	0275	Rhyl	Up	347	Additional 8m beyond signal
WW	0275	Roman Bridge	Single	82	
WW	0275	Shotton (High Level)	Down	101	
WW	0275	Shotton (High Level)	Up	101	
WW	0275	Shotton (Low Level)	Down	106	
WW	0275	Shotton (Low Level)	Up	107	
WW	0275	Tal–y–Cafn	Single	107	
WW	0275	Ty Croes	Down	84	
WW	0275	Ty Croes	Up	85	
WW	0275	Valley	Down	37	
WW	0275	Valley	Up	45	
WW	0275	Wrexham Central	Single	52	Bay.
WW	0275	Wrexham General	1	198	Up Main line.
WW	0275	Wrexham General	2	197	Down Main line
WW	0275	Wrexham General	3	152	Up/Down Loop
WW	0275	Wrexham General	4	60	Single Wrexham Exchange Junction/Wrexham Central
WX	0166	Addlestone	1 - Down	166	
WX	0166	Addlestone	2 - Up	176	
WX	0166	Aldershot	1 - Up	247	
WX	0166	Aldershot	2 - Down	252	Trains can reverse in the Platform
WX	0166	Aldershot	3 - Down Passenger Loop	252	Trains can reverse in the Platform
WX	0166	Alton	1 - Up	167	
WX	0166	Alton	2 - Down	170	
WX	0166	Andover	1 - Up	219	
WX	0166	Andover	2 - Down	223	
WX	0166	Ascot	1* - Up	220	* - Station entrance side. Down direction
WX	0166	Ascot	1* - Up	252	* - Station entrance side. Up direction
WX	0166	Ascot	2 - Down	211	Down direction
WX	0166	Ascot	2 - Down	224	Up direction
WX	0166	Ascot	3 - Down Passenger Loop	212	Down direction
WX	0166	Ascot	3 - Down Passenger Loop	214	Up direction
WX	0166	Ash	1 - Up	173	
WX	0166	Ash	2 - Down	101	
WX	0166	Ash Vale	1 - Up	169	
WX	0166	Ash Vale	2 - Down	170	
WX	0166	Ashford (Middlesex)	1 – Up	206	
WX	0166	Ashford (Middlesex)	2 - Down	206	
WX	0166	Ashtead	1 - Up Portsmouth	209	
WX	0166	Ashtead	2 - Down Portsmouth	206	
WX	0166	Ashurst New Forest	1 - Up	155	
WX	0166	Ashurst New Forest	2 - Down	156	
WX	0166	Axminster	1 - Up	148	
WX	0166	Axminster	2 - Down	142	
WX	0166	Bagshot	1 - Up	90	
WX	0166	Bagshot	2 - Down	89	
WX	0166	Barnes	1 - Up Slow	207	Trains can reverse in the Platform
WX	0166	Barnes	2 - Up Fast	214	Trains can reverse in the Platform
WX	0166	Barnes	3 - Down Fast	206	
WX	0166	Barnes	4 - Down Slow	212	
WX	0166	Barnes Bridge	1 - Up	204	
WX	0166	Barnes Bridge	2 - Down	203	
WX	0166	Basingstoke	1 - Down Slow	296	Trains can reverse in the Platform
WX	0166	Basingstoke	2 - Down Fast	245	
WX	0166	Basingstoke	3 - Up Fast	245	
WX	0166	Basingstoke	4 - Up Slow	245	
WX	0166	Basingstoke	5 - East Bay	117	
WX	0166	Beaulieu Road	1 - Up	101	
WX	0166	Beaulieu Road	2 - Down	101	
WX	0166	Bedhampton	1 - Up	124	
WX	0166	Bedhampton	2 - Down	124	
WX	0166	Bentley	1 - Up	123	Down direction
WX	0166	Bentley	1 - Up	123	Up direction
WX	0166	Bentley	2 - Down Passenger Loop	122	
WX	0166	Berrylands	1 - Up Slow	209	
WX	0166	Berrylands	2 - Down Slow	207	
WX	0166	Bitterne	1 - Up	136	
WX	0166	Bitterne	2 - Down	148	
WX	0167	Blackwater	1 - Up	85.0	
WX	0167	Blackwater	2 - Down	85.0	
WX	0167	Bookham	1 - Up	200.0	
WX	0167	Bookham	2 - Down	201.0	
WX	0167	Botley	1 - Up	132.0	
WX	0167	Botley	2 - Down	132.0	
WX	0167	Bournemouth	1 - Up Bay	84.0	
WX	0167	Bournemouth	2 - Up	247.0	Down direction
WX	0167	Bournemouth	2 - Up	247.0	Up direction
WX	0167	Bournemouth	3 - Down	263.0	Down direction
WX	0167	Bournemouth	3 - Down	263.0	Up direction
WX	0167	Bournemouth	4 - Down Extension	206.0	
WX	0167	Bournemouth	3 & 4 - Down	522.0	
WX	0167	Bracknell	1 - Up	222.0	
WX	0167	Bracknell	2 - Down	209.0	
WX	0167	Bramley	1 - Up	90.0	
WX	0167	Bramley	2 - Down	84.0	
WX	0167	Branksome	1 - Up	114.0	
WX	0167	Branksome	2 - Down	114.0	
WX	0167	Brentford	1 - Up	205.0	
WX	0167	Brentford	2 - Down	205.0	
WX	0167	Brockenhurst	1 - Up Passenger Loop	262.0	Down direction
WX	0167	Brockenhurst	1 - Up Passenger Loop	240.0	Up direction
WX	0167	Brockenhurst	2 - Up	260.0	
WX	0167	Brockenhurst	3 - Down	243.0	
WX	0167	Brockenhurst	4 - Down Passenger Loop	243.0	Down direction
WX	0167	Brockenhurst	4 - Down Passenger Loop	195.0	Up direction (to Signal BH8)
WX	0167	Brookwood	1 - Up Slow	248.0	
WX	0167	Brookwood	2 - Down Slow	248.0	
WX	0167	Bursledon	1 - Up	167.0	
WX	0167	Bursledon	2 - Down	167.0	
WX	0167	Byfleet and New Haw	1 - Up Slow	247.0	
WX	0167	Byfleet and New Haw	2 - Down Slow	247.0	
WX	0167	Camberley	1 - Up	132.0	
WX	0167	Camberley	2 - Down	136.0	
WX	0167	Chandlers Ford	1 – Down & Up	100.0	
WX	0167	Chertsey	1 - Down	211.0	
WX	0167	Chertsey	2 - Up	209.0	
WX	0167	Chessington North	1 - Up	207.0	
WX	0167	Chessington North	2 - Down	205.0	
WX	0167	Chessington South	Single	204.0	
WX	0167	Chetnole	Single	45.0	Down direction
WX	0167	Chetnole	Single	45.0	Up direction
WX	0167	Chilworth	1 - Up Reading	85.0	
WX	0167	Chilworth	2 - Down Reading	92.0	
WX	0167	Chiswick	1 - Up	205.0	
WX	0167	Chiswick	2 - Down	205.0	
WX	0167	Christchurch	1 - Up	185.0	
WX	0167	Christchurch	2 - Down	185.0	
WX	0167	Clandon	1 - Up	204.0	
WX	0167	Clandon	2 - Down	206.0	
WX	0167	Clapham Junction	1 - Up Bay	92.0	
WX	0167	Clapham Junction	2 - Up Bay	102.0	
WX	0167	Clapham Junction	3 - Up Windsor Slow	214.0	
WX	0167	Clapham Junction	4 - Up Windsor Fast	215.0	
WX	0167	Clapham Junction	5 - Down Windsor Fast	213.0	
WX	0168	Clapham Junction	6 - Down Windsor Slow	214.0	
WX	0168	Clapham Junction	7 - Up Passenger Loop	206.0	
WX	0168	Clapham Junction	8 - Up Main Fast	183.0	Must only be used for stopping passenger trains in an emergency.
WX	0168	Clapham Junction	9 - Down Main Fast	220.0	
WX	0168	Clapham Junction	10 - Up Main Slow	210.0	
WX	0168	Clapham Junction	11 - Down Main Slow	204.0	
WX	0168	Claygate	1 - Up	204.0	
WX	0168	Claygate	2 - Down	207.0	
WX	0168	Cobham and Stoke D’Abernon	1 - Up	201.0	
WX	0168	Cobham and Stoke D’Abernon	2 - Down	206.0	
WX	0168	Cosham	1 - Up	169.0	
WX	0168	Cosham	2 - Down	169.0	
WX	0168	Cranbrook	Single –Up	152.0	
WX	0168	Cranbrook	Single -Down	152.0	
WX	0168	Crewkerne	Single	148.0	Down direction
WX	0168	Crewkerne	Single	148.0	Up direction
WX	0168	Crowthorne	1 - Up	87.0	
WX	0168	Crowthorne	2 - Down	90.0	
WX	0168	Datchet	1 - Up	171.0	
WX	0168	Datchet	2 - Down	143.0	
WX	0168	Dean	1 - Up	152.0	
WX	0168	Dean	2 - Down	152.0	
WX	0168	Dorchester South	1 - Up	171.0	Down direction
WX	0168	Dorchester South	1 - Up	171.0	Up direction.
WX	0168	Dorchester South	2 - Down	120.0	Down direction
WX	0168	Dorchester South	2 - Down	120.0	Up direction
WX	0168	Dorchester West	1 - Up	170.0	
WX	0168	Dorchester West	2 - Down	170.0	
WX	0168	Durnsford Rd Staff Halt	- Up Fast	8.0	
WX	0168	Earley	1 - Down	168.0	
WX	0168	Earley	2 - Up	169.0	
WX	0168	Earlsfield	1 - Down Fast	205.0	
WX	0168	Earlsfield	2 - Up Slow	205.0	
WX	0168	Earlsfield	3 - Down Slow	205.0	
WX	0168	Eastleigh	1 - Up	253.0	
WX	0168	Eastleigh	2 - Up	253.0	
WX	0168	Eastleigh	2 - Down	253.0	
WX	0168	Eastleigh	3 - Down Passenger Loop	253.0	Down direction
WX	0168	Eastleigh	3 - Down Passenger Loop	190.0	Up direction
WX	0168	Effingham Junction	1 - Up	204.0	
WX	0168	Effingham Junction	2 - Down	205.0	
WX	0168	Egham	1 - Up	207.0	
WX	0168	Egham	2 - Down	209.0	
WX	0168	Epsom	1 - Down Portsmouth	208.0	Down direction
WX	0168	Epsom	1 - Down Portsmouth	208.0	Up direction
WX	0168	Epsom	2 - Down Epsom	206.0	Down direction
WX	0168	Epsom	2 - Down Epsom	206.0	Up direction
WX	0168	Epsom	3 - Up Portsmouth	206.0	
WX	0168	Epsom	4 - Up Epsom	208.0	
WX	0168	Esher	1 - Up Slow	247.0	
WX	0168	Esher	2 - Down Slow	247.0	
WX	0168	Ewell West	1 - Up	205.0	
WX	0169	Ewell West	2 - Down	205.0	
WX	0169	Fareham	1 - Up	189.0	
WX	0169	Fareham	2 - Up Bay	186.0	
WX	0169	Fareham	3 - Down	169.0	
WX	0169	Farnborough	1 - Up Slow	245.0	
WX	0169	Farnborough	2 - Down Slow	245.0	
WX	0169	Farnborough North	1 - Up	91.0	
WX	0169	Farnborough North	2 - Down	81.0	
WX	0169	Farncombe	1 - Up	246.0	
WX	0169	Farncombe	2 - Down	183.0	
WX	0169	Farnham	1 - Up	268.0	
WX	0169	Farnham	2 - Down	249.0	
WX	0169	Feltham	1 - Up	224.0	
WX	0169	Feltham	2 - Down	205.0	
WX	0169	Feniton	Single	98.0	Down direction
WX	0169	Feniton	Single	98.0	Up direction
WX	0169	Fleet	1 - Up Slow	252.0	
WX	0169	Fleet	2 - Down Slow	252.0	
WX	0169	Fratton	1 - Up	187.0	
WX	0169	Fratton	2 - Down	187.0	
WX	0169	Fratton	3 - Down Relief	187.0	
WX	0169	Frimley	1 - Up	86.0	
WX	0169	Frimley	2 - Down	85.0	
WX	0169	Fulwell	1 - Up	204.0	
WX	0169	Fulwell	2 - Down	206.0	
WX	0169	Gillingham (Dorset)	1 - Up	149.0	Down direction
WX	0169	Gillingham (Dorset)	1 - Up	140.0	Up direction
WX	0169	Gillingham (Dorset)	2 - Down Passenger Loop	149.0	Down direction
WX	0169	Gillingham (Dorset)	2 - Down Passenger Loop	140.0	Up direction
WX	0169	Godalming	1 - Up	249.0	
WX	0169	Godalming	2 - Down	249.0	
WX	0169	Gomshall	1 - Up Reading	91.0	
WX	0169	Gomshall	2 - Down Reading	91.0	
WX	0169	Grateley	1 - Up	222.0	
WX	0169	Grateley	2 - Down	222.0	
WX	0169	Guildford	1 - Up Bay	211.0	
WX	0169	Guildford	2 - Down Cobham	315.0	Down direction, 232m if via 3114 points.
WX	0169	Guildford	2 - Down Cobham	232.0	Up direction
WX	0169	Guildford	3 - Up Cobham	244.0	Down direction
WX	0169	Guildford	3 - Up Cobham	248.0	Up direction
WX	0169	Guildford	4 - Down Portsmouth	254.0	Down direction
WX	0169	Guildford	4 - Down Portsmouth	248.0	Up direction
WX	0169	Guildford	5 - Up Portsmouth	253.0	Down direction
WX	0169	Guildford	5 - Up Portsmouth	242.0	Up direction
WX	0169	Guildford	6 - Up Ash	248.0	Down direction
WX	0169	Guildford	6 - Up Ash	262.0	Up direction
WX	0169	Guildford	7 - Up Ash	248.0	Down direction
WX	0169	Guildford	7 - Up Ash	258.0	Up direction
WX	0169	Guildford	8 - Down Ash	189.0	Down direction
WX	0169	Guildford	8 - Down Ash	208.0	Up direction
WX	0169	Hamble	1 - Up	92.0	
WX	0169	Hamble	2 - Down	92.0	
WX	0169	Hampton	1 - Up	204.0	
WX	0169	Hampton	2 - Down	206.0	
WX	0170	Hampton Court	1 - Up	208.0	
WX	0170	Hampton Court	2 - Down	208.0	
WX	0170	Hampton Wick	1  - Up	205.0	
WX	0170	Hampton Wick	2 - Down	206.0	
WX	0170	Hamworthy	1 - Up	124.0	
WX	0170	Hamworthy	2 - Down	124.0	
WX	0170	Haslemere	1 - Down	249.0	
WX	0170	Haslemere	2 - Up	249.0	Down direction
WX	0170	Haslemere	2 - Up	249.0	Up direction
WX	0170	Haslemere	3 - Up Passenger Loop	249.0	
WX	0170	Havant	1 - Up	251.0	
WX	0170	Havant	2 - Down Passenger Loop	251.0	Trains can reverse in the Platform
WX	0170	Hedge End	1 - Up	166.0	
WX	0170	Hedge End	2 - Down	166.0	
WX	0170	Hersham	1 - Up Slow	246.0	
WX	0170	Hersham	2 - Down Slow	245.0	
WX	0170	Hilsea	1 - Up	163.0	
WX	0170	Hilsea	2 - Down	163.0	
WX	0170	Hinchley Wood	1 - Up	204.0	
WX	0170	Hinchley Wood	2 - Down	205.0	
WX	0170	Hinton Admiral	1 - Up	138.0	
WX	0170	Hinton Admiral	2 - Down	138.0	
WX	0170	Holton Heath	1 - Up	124.0	
WX	0170	Holton Heath	2 - Down	124.0	
WX	0170	Honiton	1 - Single	143.0	Down direction
WX	0170	Honiton	1 - Single	148.0	Up direction
WX	0170	Honiton	2 - Crossing Loop in Single Line	138.0	Up direction
WX	0170	Hook	1 - Up Slow	198.0	
WX	0170	Hook	2 - Down Slow	198.0	
WX	0170	Horsley	1 - Up	204.0	
WX	0170	Horsley	2 - Down	205.0	
WX	0170	Hounslow	1 - Up	166.0	
WX	0170	Hounslow	2 - Down	168.0	
WX	0170	Isleworth	1 - Up	156.0	
WX	0170	Isleworth	2 - Down	166.0	
WX	0170	Kempton Park	1 - Up	204.0	
WX	0170	Kempton Park	2 - Down	288.0	
WX	0170	Kew Bridge	1 - Up	205.0	
WX	0170	Kew Bridge	2 - Down	205.0	
WX	0170	Kingston	1 - Down Bay	163.0	
WX	0170	Kingston	2 - Down	208.0	
WX	0170	Kingston	3 - Up	208.0	
WX	0170	Leatherhead	1 – Up	206.0	
WX	0170	Leatherhead	2 - Down	206.0	
WX	0170	Liphook	1 - Up	168.0	
WX	0170	Liphook	2 - Down	168.0	
WX	0170	Liss	1 - Up	161.0	
WX	0170	Liss	2 - Down	161.0	
WX	0170	London Road Guildford	1 - Up	206.0	
WX	0170	London Road Guildford	2 - Down	205.0	
WX	0170	London Waterloo	1	208.0	
WX	0170	London Waterloo	2	208.0	
WX	0170	London Waterloo	3	208.0	
WX	0171	London Waterloo	4	208.0	
WX	0171	London Waterloo	5	208.0	
WX	0171	London Waterloo	6	208.0	
WX	0171	London Waterloo	7	245.0	(see note in Section 5.3)
WX	0171	London Waterloo	8	246.0	
WX	0171	London Waterloo	9	250.0	
WX	0171	London Waterloo	10	252.0	
WX	0171	London Waterloo	11	246.0	
WX	0171	London Waterloo	12	247.0	
WX	0171	London Waterloo	13	247.0	
WX	0171	London Waterloo	14	247.0	
WX	0171	London Waterloo	15	256.0	
WX	0171	London Waterloo	16	256.0	
WX	0171	London Waterloo	17	268.0	
WX	0171	London Waterloo	18	249.0	
